image_id,image_path,fitzpatrick_label
ISIC_2306349,data/raw/isic2020/train/ISIC_2306349.jpg,
ISIC_2309744,data/raw/isic2020/train/ISIC_2309744.jpg,
ISIC_2311665,data/raw/isic2020/train/ISIC_2311665.jpg,
ISIC_2320481,data/raw/isic2020/train/ISIC_2320481.jpg,
ISIC_2337907,data/raw/isic2020/train/ISIC_2337907.jpg,
ISIC_2341875,data/raw/isic2020/train/ISIC_2341875.jpg,
ISIC_2342769,data/raw/isic2020/train/ISIC_2342769.jpg,
ISIC_2351999,data/raw/isic2020/train/ISIC_2351999.jpg,
ISIC_2358454,data/raw/isic2020/train/ISIC_2358454.jpg,
ISIC_2364150,data/raw/isic2020/train/ISIC_2364150.jpg,
ISIC_2406492,data/raw/isic2020/train/ISIC_2406492.jpg,
ISIC_2408815,data/raw/isic2020/train/ISIC_2408815.jpg,
ISIC_2412113,data/raw/isic2020/train/ISIC_2412113.jpg,
ISIC_2437633,data/raw/isic2020/train/ISIC_2437633.jpg,
ISIC_2447578,data/raw/isic2020/train/ISIC_2447578.jpg,
ISIC_2448123,data/raw/isic2020/train/ISIC_2448123.jpg,
ISIC_2481044,data/raw/isic2020/train/ISIC_2481044.jpg,
ISIC_2525084,data/raw/isic2020/train/ISIC_2525084.jpg,
ISIC_2535541,data/raw/isic2020/train/ISIC_2535541.jpg,
ISIC_2565206,data/raw/isic2020/train/ISIC_2565206.jpg,
ISIC_2607827,data/raw/isic2020/train/ISIC_2607827.jpg,
ISIC_2609984,data/raw/isic2020/train/ISIC_2609984.jpg,
ISIC_2637608,data/raw/isic2020/train/ISIC_2637608.jpg,
ISIC_2646829,data/raw/isic2020/train/ISIC_2646829.jpg,
ISIC_2668481,data/raw/isic2020/train/ISIC_2668481.jpg,
ISIC_2685593,data/raw/isic2020/train/ISIC_2685593.jpg,
ISIC_2697083,data/raw/isic2020/train/ISIC_2697083.jpg,
ISIC_2700320,data/raw/isic2020/train/ISIC_2700320.jpg,
ISIC_2720971,data/raw/isic2020/train/ISIC_2720971.jpg,
ISIC_2724529,data/raw/isic2020/train/ISIC_2724529.jpg,
ISIC_2739449,data/raw/isic2020/train/ISIC_2739449.jpg,
ISIC_2750230,data/raw/isic2020/train/ISIC_2750230.jpg,
ISIC_2757355,data/raw/isic2020/train/ISIC_2757355.jpg,
ISIC_2776906,data/raw/isic2020/train/ISIC_2776906.jpg,
ISIC_2787702,data/raw/isic2020/train/ISIC_2787702.jpg,
ISIC_2797353,data/raw/isic2020/train/ISIC_2797353.jpg,
ISIC_2822718,data/raw/isic2020/train/ISIC_2822718.jpg,
ISIC_2823287,data/raw/isic2020/train/ISIC_2823287.jpg,
ISIC_2837581,data/raw/isic2020/train/ISIC_2837581.jpg,
ISIC_2844539,data/raw/isic2020/train/ISIC_2844539.jpg,
ISIC_2871230,data/raw/isic2020/train/ISIC_2871230.jpg,
ISIC_2895555,data/raw/isic2020/train/ISIC_2895555.jpg,
ISIC_2937642,data/raw/isic2020/train/ISIC_2937642.jpg,
ISIC_2957732,data/raw/isic2020/train/ISIC_2957732.jpg,
ISIC_2967024,data/raw/isic2020/train/ISIC_2967024.jpg,
ISIC_2974214,data/raw/isic2020/train/ISIC_2974214.jpg,
ISIC_2975580,data/raw/isic2020/train/ISIC_2975580.jpg,
ISIC_2979268,data/raw/isic2020/train/ISIC_2979268.jpg,
ISIC_2987613,data/raw/isic2020/train/ISIC_2987613.jpg,
ISIC_3002956,data/raw/isic2020/train/ISIC_3002956.jpg,
ISIC_3009877,data/raw/isic2020/train/ISIC_3009877.jpg,
ISIC_3023646,data/raw/isic2020/train/ISIC_3023646.jpg,
ISIC_3025889,data/raw/isic2020/train/ISIC_3025889.jpg,
ISIC_3028754,data/raw/isic2020/train/ISIC_3028754.jpg,
ISIC_3065032,data/raw/isic2020/train/ISIC_3065032.jpg,
ISIC_3068885,data/raw/isic2020/train/ISIC_3068885.jpg,
ISIC_3084312,data/raw/isic2020/train/ISIC_3084312.jpg,
ISIC_3093026,data/raw/isic2020/train/ISIC_3093026.jpg,
ISIC_3097354,data/raw/isic2020/train/ISIC_3097354.jpg,
ISIC_3144222,data/raw/isic2020/train/ISIC_3144222.jpg,
ISIC_3159924,data/raw/isic2020/train/ISIC_3159924.jpg,
ISIC_3203344,data/raw/isic2020/train/ISIC_3203344.jpg,
ISIC_3207651,data/raw/isic2020/train/ISIC_3207651.jpg,
ISIC_3241636,data/raw/isic2020/train/ISIC_3241636.jpg,
ISIC_3244067,data/raw/isic2020/train/ISIC_3244067.jpg,
ISIC_3253484,data/raw/isic2020/train/ISIC_3253484.jpg,
ISIC_3286186,data/raw/isic2020/train/ISIC_3286186.jpg,
ISIC_3301933,data/raw/isic2020/train/ISIC_3301933.jpg,
ISIC_3319229,data/raw/isic2020/train/ISIC_3319229.jpg,
ISIC_3338629,data/raw/isic2020/train/ISIC_3338629.jpg,
ISIC_3341710,data/raw/isic2020/train/ISIC_3341710.jpg,
ISIC_3343475,data/raw/isic2020/train/ISIC_3343475.jpg,
ISIC_3359880,data/raw/isic2020/train/ISIC_3359880.jpg,
ISIC_3372750,data/raw/isic2020/train/ISIC_3372750.jpg,
ISIC_3391427,data/raw/isic2020/train/ISIC_3391427.jpg,
ISIC_3394520,data/raw/isic2020/train/ISIC_3394520.jpg,
ISIC_3399306,data/raw/isic2020/train/ISIC_3399306.jpg,
ISIC_3408231,data/raw/isic2020/train/ISIC_3408231.jpg,
ISIC_3416107,data/raw/isic2020/train/ISIC_3416107.jpg,
ISIC_3435596,data/raw/isic2020/train/ISIC_3435596.jpg,
ISIC_3436033,data/raw/isic2020/train/ISIC_3436033.jpg,
ISIC_3440759,data/raw/isic2020/train/ISIC_3440759.jpg,
ISIC_3446357,data/raw/isic2020/train/ISIC_3446357.jpg,
ISIC_3464344,data/raw/isic2020/train/ISIC_3464344.jpg,
ISIC_3475660,data/raw/isic2020/train/ISIC_3475660.jpg,
ISIC_3517311,data/raw/isic2020/train/ISIC_3517311.jpg,
ISIC_3561065,data/raw/isic2020/train/ISIC_3561065.jpg,
ISIC_3590167,data/raw/isic2020/train/ISIC_3590167.jpg,
ISIC_3673080,data/raw/isic2020/train/ISIC_3673080.jpg,
ISIC_3684488,data/raw/isic2020/train/ISIC_3684488.jpg,
ISIC_3696488,data/raw/isic2020/train/ISIC_3696488.jpg,
ISIC_3697702,data/raw/isic2020/train/ISIC_3697702.jpg,
ISIC_3733653,data/raw/isic2020/train/ISIC_3733653.jpg,
ISIC_3738751,data/raw/isic2020/train/ISIC_3738751.jpg,
ISIC_3775417,data/raw/isic2020/train/ISIC_3775417.jpg,
ISIC_3778192,data/raw/isic2020/train/ISIC_3778192.jpg,
ISIC_3817719,data/raw/isic2020/train/ISIC_3817719.jpg,
ISIC_3821242,data/raw/isic2020/train/ISIC_3821242.jpg,
ISIC_3824206,data/raw/isic2020/train/ISIC_3824206.jpg,
ISIC_3909039,data/raw/isic2020/train/ISIC_3909039.jpg,
ISIC_3915890,data/raw/isic2020/train/ISIC_3915890.jpg,
ISIC_3936223,data/raw/isic2020/train/ISIC_3936223.jpg,
ISIC_3941123,data/raw/isic2020/train/ISIC_3941123.jpg,
ISIC_3944634,data/raw/isic2020/train/ISIC_3944634.jpg,
ISIC_3963183,data/raw/isic2020/train/ISIC_3963183.jpg,
ISIC_3965087,data/raw/isic2020/train/ISIC_3965087.jpg,
ISIC_3969411,data/raw/isic2020/train/ISIC_3969411.jpg,
ISIC_3976496,data/raw/isic2020/train/ISIC_3976496.jpg,
ISIC_3979826,data/raw/isic2020/train/ISIC_3979826.jpg,
ISIC_3985031,data/raw/isic2020/train/ISIC_3985031.jpg,
ISIC_3993924,data/raw/isic2020/train/ISIC_3993924.jpg,
ISIC_3996796,data/raw/isic2020/train/ISIC_3996796.jpg,
ISIC_4000481,data/raw/isic2020/train/ISIC_4000481.jpg,
ISIC_4009870,data/raw/isic2020/train/ISIC_4009870.jpg,
ISIC_4012047,data/raw/isic2020/train/ISIC_4012047.jpg,
ISIC_4120174,data/raw/isic2020/train/ISIC_4120174.jpg,
ISIC_4163686,data/raw/isic2020/train/ISIC_4163686.jpg,
ISIC_4170698,data/raw/isic2020/train/ISIC_4170698.jpg,
ISIC_4223155,data/raw/isic2020/train/ISIC_4223155.jpg,
ISIC_4229473,data/raw/isic2020/train/ISIC_4229473.jpg,
ISIC_4230049,data/raw/isic2020/train/ISIC_4230049.jpg,
ISIC_4266533,data/raw/isic2020/train/ISIC_4266533.jpg,
ISIC_4276255,data/raw/isic2020/train/ISIC_4276255.jpg,
ISIC_4346693,data/raw/isic2020/train/ISIC_4346693.jpg,
ISIC_4362713,data/raw/isic2020/train/ISIC_4362713.jpg,
ISIC_4377208,data/raw/isic2020/train/ISIC_4377208.jpg,
ISIC_4378189,data/raw/isic2020/train/ISIC_4378189.jpg,
ISIC_4398011,data/raw/isic2020/train/ISIC_4398011.jpg,
ISIC_4404772,data/raw/isic2020/train/ISIC_4404772.jpg,
ISIC_4408559,data/raw/isic2020/train/ISIC_4408559.jpg,
ISIC_4425322,data/raw/isic2020/train/ISIC_4425322.jpg,
ISIC_4425657,data/raw/isic2020/train/ISIC_4425657.jpg,
ISIC_4439054,data/raw/isic2020/train/ISIC_4439054.jpg,
ISIC_4469476,data/raw/isic2020/train/ISIC_4469476.jpg,
ISIC_4493482,data/raw/isic2020/train/ISIC_4493482.jpg,
ISIC_4508878,data/raw/isic2020/train/ISIC_4508878.jpg,
ISIC_4517738,data/raw/isic2020/train/ISIC_4517738.jpg,
ISIC_4523238,data/raw/isic2020/train/ISIC_4523238.jpg,
ISIC_4523382,data/raw/isic2020/train/ISIC_4523382.jpg,
ISIC_4525317,data/raw/isic2020/train/ISIC_4525317.jpg,
ISIC_4584265,data/raw/isic2020/train/ISIC_4584265.jpg,
ISIC_4619789,data/raw/isic2020/train/ISIC_4619789.jpg,
ISIC_4619903,data/raw/isic2020/train/ISIC_4619903.jpg,
ISIC_4649440,data/raw/isic2020/train/ISIC_4649440.jpg,
ISIC_4653503,data/raw/isic2020/train/ISIC_4653503.jpg,
ISIC_4676270,data/raw/isic2020/train/ISIC_4676270.jpg,
ISIC_4730066,data/raw/isic2020/train/ISIC_4730066.jpg,
ISIC_4810142,data/raw/isic2020/train/ISIC_4810142.jpg,
ISIC_4842587,data/raw/isic2020/train/ISIC_4842587.jpg,
ISIC_4851366,data/raw/isic2020/train/ISIC_4851366.jpg,
ISIC_4874581,data/raw/isic2020/train/ISIC_4874581.jpg,
ISIC_4916704,data/raw/isic2020/train/ISIC_4916704.jpg,
ISIC_4936662,data/raw/isic2020/train/ISIC_4936662.jpg,
ISIC_4938994,data/raw/isic2020/train/ISIC_4938994.jpg,
ISIC_4960784,data/raw/isic2020/train/ISIC_4960784.jpg,
ISIC_4960802,data/raw/isic2020/train/ISIC_4960802.jpg,
ISIC_4967564,data/raw/isic2020/train/ISIC_4967564.jpg,
ISIC_4967586,data/raw/isic2020/train/ISIC_4967586.jpg,
ISIC_4980656,data/raw/isic2020/train/ISIC_4980656.jpg,
ISIC_5021861,data/raw/isic2020/train/ISIC_5021861.jpg,
ISIC_5037784,data/raw/isic2020/train/ISIC_5037784.jpg,
ISIC_5044438,data/raw/isic2020/train/ISIC_5044438.jpg,
ISIC_5045600,data/raw/isic2020/train/ISIC_5045600.jpg,
ISIC_5046082,data/raw/isic2020/train/ISIC_5046082.jpg,
ISIC_5084113,data/raw/isic2020/train/ISIC_5084113.jpg,
ISIC_5086349,data/raw/isic2020/train/ISIC_5086349.jpg,
ISIC_5137933,data/raw/isic2020/train/ISIC_5137933.jpg,
ISIC_5140952,data/raw/isic2020/train/ISIC_5140952.jpg,
ISIC_5147292,data/raw/isic2020/train/ISIC_5147292.jpg,
ISIC_5166798,data/raw/isic2020/train/ISIC_5166798.jpg,
ISIC_5167209,data/raw/isic2020/train/ISIC_5167209.jpg,
ISIC_5191344,data/raw/isic2020/train/ISIC_5191344.jpg,
ISIC_5216586,data/raw/isic2020/train/ISIC_5216586.jpg,
ISIC_5247508,data/raw/isic2020/train/ISIC_5247508.jpg,
ISIC_5247560,data/raw/isic2020/train/ISIC_5247560.jpg,
ISIC_5258657,data/raw/isic2020/train/ISIC_5258657.jpg,
ISIC_5260050,data/raw/isic2020/train/ISIC_5260050.jpg,
ISIC_5267208,data/raw/isic2020/train/ISIC_5267208.jpg,
ISIC_5272223,data/raw/isic2020/train/ISIC_5272223.jpg,
ISIC_5315062,data/raw/isic2020/train/ISIC_5315062.jpg,
ISIC_5331102,data/raw/isic2020/train/ISIC_5331102.jpg,
ISIC_5343231,data/raw/isic2020/train/ISIC_5343231.jpg,
ISIC_5365617,data/raw/isic2020/train/ISIC_5365617.jpg,
ISIC_5369000,data/raw/isic2020/train/ISIC_5369000.jpg,
ISIC_5388184,data/raw/isic2020/train/ISIC_5388184.jpg,
ISIC_5391758,data/raw/isic2020/train/ISIC_5391758.jpg,
ISIC_5415761,data/raw/isic2020/train/ISIC_5415761.jpg,
ISIC_5425721,data/raw/isic2020/train/ISIC_5425721.jpg,
ISIC_5434661,data/raw/isic2020/train/ISIC_5434661.jpg,
ISIC_5495413,data/raw/isic2020/train/ISIC_5495413.jpg,
ISIC_5527224,data/raw/isic2020/train/ISIC_5527224.jpg,
ISIC_5533992,data/raw/isic2020/train/ISIC_5533992.jpg,
ISIC_5561003,data/raw/isic2020/train/ISIC_5561003.jpg,
ISIC_5576354,data/raw/isic2020/train/ISIC_5576354.jpg,
ISIC_5581297,data/raw/isic2020/train/ISIC_5581297.jpg,
ISIC_5581931,data/raw/isic2020/train/ISIC_5581931.jpg,
ISIC_5602826,data/raw/isic2020/train/ISIC_5602826.jpg,
ISIC_5642824,data/raw/isic2020/train/ISIC_5642824.jpg,
ISIC_5667461,data/raw/isic2020/train/ISIC_5667461.jpg,
ISIC_5673518,data/raw/isic2020/train/ISIC_5673518.jpg,
ISIC_5714411,data/raw/isic2020/train/ISIC_5714411.jpg,
ISIC_5732201,data/raw/isic2020/train/ISIC_5732201.jpg,
ISIC_5733748,data/raw/isic2020/train/ISIC_5733748.jpg,
ISIC_5747486,data/raw/isic2020/train/ISIC_5747486.jpg,
ISIC_5747942,data/raw/isic2020/train/ISIC_5747942.jpg,
ISIC_5758388,data/raw/isic2020/train/ISIC_5758388.jpg,
ISIC_5797062,data/raw/isic2020/train/ISIC_5797062.jpg,
ISIC_5829938,data/raw/isic2020/train/ISIC_5829938.jpg,
ISIC_5867911,data/raw/isic2020/train/ISIC_5867911.jpg,
ISIC_5868291,data/raw/isic2020/train/ISIC_5868291.jpg,
ISIC_5869480,data/raw/isic2020/train/ISIC_5869480.jpg,
ISIC_5891384,data/raw/isic2020/train/ISIC_5891384.jpg,
ISIC_5922588,data/raw/isic2020/train/ISIC_5922588.jpg,
ISIC_5983500,data/raw/isic2020/train/ISIC_5983500.jpg,
ISIC_6017985,data/raw/isic2020/train/ISIC_6017985.jpg,
ISIC_6024335,data/raw/isic2020/train/ISIC_6024335.jpg,
ISIC_6056121,data/raw/isic2020/train/ISIC_6056121.jpg,
ISIC_6089318,data/raw/isic2020/train/ISIC_6089318.jpg,
ISIC_6110888,data/raw/isic2020/train/ISIC_6110888.jpg,
ISIC_6124481,data/raw/isic2020/train/ISIC_6124481.jpg,
ISIC_6125652,data/raw/isic2020/train/ISIC_6125652.jpg,
ISIC_6220625,data/raw/isic2020/train/ISIC_6220625.jpg,
ISIC_6228963,data/raw/isic2020/train/ISIC_6228963.jpg,
ISIC_6248008,data/raw/isic2020/train/ISIC_6248008.jpg,
ISIC_6251753,data/raw/isic2020/train/ISIC_6251753.jpg,
ISIC_6255113,data/raw/isic2020/train/ISIC_6255113.jpg,
ISIC_6269166,data/raw/isic2020/train/ISIC_6269166.jpg,
ISIC_6278273,data/raw/isic2020/train/ISIC_6278273.jpg,
ISIC_6285925,data/raw/isic2020/train/ISIC_6285925.jpg,
ISIC_6303107,data/raw/isic2020/train/ISIC_6303107.jpg,
ISIC_6313487,data/raw/isic2020/train/ISIC_6313487.jpg,
ISIC_6348638,data/raw/isic2020/train/ISIC_6348638.jpg,
ISIC_6352565,data/raw/isic2020/train/ISIC_6352565.jpg,
ISIC_6355353,data/raw/isic2020/train/ISIC_6355353.jpg,
ISIC_6392461,data/raw/isic2020/train/ISIC_6392461.jpg,
ISIC_6398283,data/raw/isic2020/train/ISIC_6398283.jpg,
ISIC_6398669,data/raw/isic2020/train/ISIC_6398669.jpg,
ISIC_6404049,data/raw/isic2020/train/ISIC_6404049.jpg,
ISIC_6450034,data/raw/isic2020/train/ISIC_6450034.jpg,
ISIC_6496251,data/raw/isic2020/train/ISIC_6496251.jpg,
ISIC_6496370,data/raw/isic2020/train/ISIC_6496370.jpg,
ISIC_6509682,data/raw/isic2020/train/ISIC_6509682.jpg,
ISIC_6512653,data/raw/isic2020/train/ISIC_6512653.jpg,
ISIC_6516710,data/raw/isic2020/train/ISIC_6516710.jpg,
ISIC_6526489,data/raw/isic2020/train/ISIC_6526489.jpg,
ISIC_6535558,data/raw/isic2020/train/ISIC_6535558.jpg,
ISIC_6539127,data/raw/isic2020/train/ISIC_6539127.jpg,
ISIC_6541615,data/raw/isic2020/train/ISIC_6541615.jpg,
ISIC_6555290,data/raw/isic2020/train/ISIC_6555290.jpg,
ISIC_6561111,data/raw/isic2020/train/ISIC_6561111.jpg,
ISIC_6581411,data/raw/isic2020/train/ISIC_6581411.jpg,
ISIC_6584579,data/raw/isic2020/train/ISIC_6584579.jpg,
ISIC_6613150,data/raw/isic2020/train/ISIC_6613150.jpg,
ISIC_6620377,data/raw/isic2020/train/ISIC_6620377.jpg,
ISIC_6625102,data/raw/isic2020/train/ISIC_6625102.jpg,
ISIC_6634951,data/raw/isic2020/train/ISIC_6634951.jpg,
ISIC_6671773,data/raw/isic2020/train/ISIC_6671773.jpg,
ISIC_6688417,data/raw/isic2020/train/ISIC_6688417.jpg,
ISIC_6692344,data/raw/isic2020/train/ISIC_6692344.jpg,
ISIC_6695831,data/raw/isic2020/train/ISIC_6695831.jpg,
ISIC_6713432,data/raw/isic2020/train/ISIC_6713432.jpg,
ISIC_6714082,data/raw/isic2020/train/ISIC_6714082.jpg,
ISIC_6767569,data/raw/isic2020/train/ISIC_6767569.jpg,
ISIC_6784593,data/raw/isic2020/train/ISIC_6784593.jpg,
ISIC_6785680,data/raw/isic2020/train/ISIC_6785680.jpg,
ISIC_6786198,data/raw/isic2020/train/ISIC_6786198.jpg,
ISIC_6809586,data/raw/isic2020/train/ISIC_6809586.jpg,
ISIC_6829008,data/raw/isic2020/train/ISIC_6829008.jpg,
ISIC_6841294,data/raw/isic2020/train/ISIC_6841294.jpg,
ISIC_6851408,data/raw/isic2020/train/ISIC_6851408.jpg,
ISIC_6904082,data/raw/isic2020/train/ISIC_6904082.jpg,
ISIC_6927840,data/raw/isic2020/train/ISIC_6927840.jpg,
ISIC_6931277,data/raw/isic2020/train/ISIC_6931277.jpg,
ISIC_6945634,data/raw/isic2020/train/ISIC_6945634.jpg,
ISIC_6961503,data/raw/isic2020/train/ISIC_6961503.jpg,
ISIC_6966001,data/raw/isic2020/train/ISIC_6966001.jpg,
ISIC_6971606,data/raw/isic2020/train/ISIC_6971606.jpg,
